Instance;num-models;num-parts;mean-demand;rsd-demand;mean-file-bytes;rsd-file-bytes;mean-MCV;rsd-MCV;mean-v-value;rsd-v-value;mean-connectivity-score;rsd-connectivity-score;mean-SR;rsd-SR;mean-MCVSR;rsd-MCVSR;mean-vol-MBB;rsd-vol-MBB;mean-num-facets;rsd-num-facets;mean-surface-area;rsd-surface-area;mean-volume;rsd-volume;vol-container;surface-container;mean-rel-vol-MBB;rsd-rel-vol-MBB;mean-rel-volume;rsd-rel-volume;mean-rel-surface-area;rsd-rel-surface-area;perc-parts-MCV-00-02;perc-parts-vvalue-00-02;perc-parts-SR-00-02;perc-parts-rel-vol-00-02;perc-parts-rel-vol-MBB-00-02;perc-parts-MCV-02-04;perc-parts-vvalue-02-04;perc-parts-SR-02-04;perc-parts-rel-vol-02-04;perc-parts-rel-vol-MBB-02-04;perc-parts-MCV-04-06;perc-parts-vvalue-04-06;perc-parts-SR-04-06;perc-parts-rel-vol-04-06;perc-parts-rel-vol-MBB-04-06;perc-parts-MCV-06-08;perc-parts-vvalue-06-08;perc-parts-SR-06-08;perc-parts-rel-vol-06-08;perc-parts-rel-vol-MBB-06-08;perc-parts-MCV-08-10;perc-parts-vvalue-08-10;perc-parts-SR-08-10;perc-parts-rel-vol-08-10;perc-parts-rel-vol-MBB-08-10;perc-parts-rel-vol-greater10;perc-parts-rel-vol-MBB-greater10
3DIPP-Instance-01198;25;1203;48.12;0.167;458190.733;1.675;0.476;0.555;0.106;0.508;427.7;4.709;0.288;0.643;0.175;1.068;881045.645;1.243;9162.135;1.675;32801.538;0.917;119798.983;0.874;12852000;331320;0.046;1.152;0.01;0.928;0.099;0.917;0;1;0.419;1;1;0.621;0;0.313;0;0;0.155;0;0.222;0;0;0.04;0;0.046;0;0;0.184;0;0;0;0;0;0
3DIPP-Instance-01199;191;1204;6.304;0.367;434283.448;1.627;0.441;0.58;0.116;0.515;70.448;9.651;0.296;0.694;0.163;1.123;764777.165;1.319;8683.85;1.627;32754.292;0.92;126574.679;1.285;16500000;397000;0.035;1.308;0.007;1.4;0.083;0.92;0.186;0.898;0.387;1;0.992;0.326;0.102;0.349;0;0.008;0.258;0;0.168;0;0;0.115;0;0.089;0;0;0.115;0;0.007;0;0;0;0
3DIPP-Instance-01200;289;1205;4.17;0.403;477288.739;1.721;0.476;0.56;0.113;0.51;311.876;5.225;0.309;0.719;0.187;1.127;796627.62;1.389;12908.376;3.186;32690.734;0.888;130383.631;1.279;6758775;222990;0.087;1.292;0.019;1.324;0.147;0.888;0.129;0.944;0.402;0.998;0.868;0.362;0.056;0.307;0.002;0.109;0.217;0;0.167;0;0.018;0.144;0;0.099;0;0.005;0.148;0;0.025;0;0;0;0
3DIPP-Instance-01201;103;1206;11.709;0.275;469631.06;1.832;0.527;0.501;0.122;0.544;548.211;4.032;0.329;0.706;0.207;1.043;838245.897;1.518;9390.609;1.832;31414.002;0.923;142207.754;1.352;16500000;397000;0.037;1.365;0.008;1.471;0.079;0.923;0.074;0.888;0.367;1;0.98;0.312;0.112;0.311;0;0.02;0.262;0;0.158;0;0;0.161;0;0.116;0;0;0.192;0;0.048;0;0;0;0
3DIPP-Instance-01202;329;1207;3.669;0.446;456482.698;1.774;0.477;0.554;0.115;0.532;335.141;5.046;0.308;0.707;0.185;1.132;813759.355;1.36;10981.835;2.957;35344.165;0.912;147373.164;1.34;6758775;222990;0.093;1.216;0.021;1.372;0.159;0.911;0.118;0.894;0.379;0.996;0.842;0.385;0.106;0.334;0.004;0.134;0.219;0;0.167;0;0.019;0.117;0;0.094;0;0.005;0.161;0;0.027;0;0;0;0
3DIPP-Instance-01203;125;1208;9.664;0.325;351438.18;1.645;0.501;0.529;0.122;0.473;329.614;5.252;0.316;0.686;0.19;1.056;806611.011;1.394;7027.084;1.646;33101.154;0.919;141442.174;1.295;154280000;1784800;0.003;1.71;0;5.967;0.019;0.919;0.103;0.922;0.366;1;1;0.346;0.078;0.312;0;0;0.239;0;0.173;0;0;0.149;0;0.127;0;0;0.163;0;0.022;0;0;0;0
3DIPP-Instance-01204;136;1209;8.89;0.277;411557.821;1.809;0.46;0.573;0.112;0.518;233.446;5.472;0.308;0.696;0.18;1.143;827224.063;1.359;8229.476;1.81;34271.403;0.883;153460.629;1.476;154280000;1784800;0.004;1.638;0;6.745;0.019;0.883;0.141;0.922;0.385;1;1;0.397;0.078;0.345;0;0;0.222;0;0.142;0;0;0.073;0;0.109;0;0;0.168;0;0.019;0;0;0;0
3DIPP-Instance-01205;263;1210;4.601;0.395;445287.591;1.611;0.469;0.542;0.119;0.501;304.109;5.205;0.3;0.729;0.178;1.171;871055.106;1.344;10779.316;2.93;34436.11;0.913;142688.707;1.364;58516780;906192;0.011;1.314;0.001;3.106;0.038;0.913;0.107;0.912;0.387;1;1;0.397;0.088;0.364;0;0;0.226;0;0.12;0;0;0.135;0;0.101;0;0;0.135;0;0.029;0;0;0;0
3DIPP-Instance-01206;12;1211;100.917;0.056;568967.32;1.144;0.389;0.479;0.117;0.419;4.213;1.022;0.221;0.583;0.102;1.234;1252285.987;0.998;11377.666;1.144;44299.604;0.696;159402.596;0.889;2578125;113750;0.338;0.877;0.061;0.915;0.389;0.696;0;0.915;0.577;1;0.422;0.741;0.085;0.256;0;0.169;0.174;0;0.167;0;0.155;0;0;0;0;0.254;0.085;0;0;0;0;0;0
3DIPP-Instance-01207;100;1212;12.12;0.28;478260.05;1.723;0.512;0.541;0.114;0.53;303.179;5.266;0.302;0.726;0.196;1.094;861656.508;1.321;9563.081;1.723;33860.708;0.978;143308.604;1.42;4440625;162750;0.149;1.182;0.032;1.444;0.208;0.978;0.117;0.936;0.403;0.991;0.74;0.352;0.064;0.291;0.009;0.134;0.21;0;0.2;0;0.106;0.12;0;0.084;0;0.02;0.2;0;0.022;0;0;0;0
3DIPP-Instance-01208;174;1213;6.971;0.351;447476.459;1.771;0.479;0.512;0.117;0.489;168.549;6.809;0.331;0.65;0.193;1.042;808470.969;1.481;11530.494;3.192;34425.939;0.916;151131.706;1.261;6758775;222990;0.096;1.304;0.022;1.28;0.154;0.915;0.087;0.916;0.347;1;0.844;0.38;0.084;0.336;0;0.114;0.269;0;0.19;0;0.042;0.125;0;0.109;0;0;0.138;0;0.018;0;0;0;0
3DIPP-Instance-01209;224;1214;5.42;0.38;438550.022;1.574;0.482;0.565;0.11;0.56;435.688;4.426;0.315;0.708;0.19;1.146;769051.951;1.531;10243.764;2.8;32345.019;0.925;134504.82;1.456;4440625;162750;0.122;1.325;0.03;1.467;0.199;0.925;0.117;0.921;0.361;0.995;0.812;0.373;0.079;0.361;0.005;0.102;0.225;0;0.157;0;0.06;0.129;0;0.078;0;0.02;0.157;0;0.043;0;0.006;0;0
3DIPP-Instance-01210;243;1215;5;0.392;408224.576;1.726;0.438;0.548;0.119;0.489;311.01;5.23;0.286;0.73;0.154;1.207;717304.306;1.392;8180.023;1.724;32217.106;0.969;111612.067;1.133;18750000;425000;0.029;1.281;0.006;1.325;0.076;0.97;0.133;0.913;0.448;1;1;0.43;0.087;0.299;0;0;0.23;0;0.156;0;0;0.094;0;0.081;0;0;0.113;0;0.017;0;0;0;0
3DIPP-Instance-01211;185;1216;6.573;0.376;502618.692;1.6;0.464;0.557;0.114;0.523;324.797;4.995;0.31;0.727;0.178;1.167;787234.743;1.394;11569.951;2.573;31835.649;0.937;128586.014;1.491;154280000;1784800;0.003;1.732;0;8.158;0.018;0.938;0.111;0.918;0.391;1;1;0.427;0.082;0.328;0;0;0.216;0;0.146;0;0;0.097;0;0.093;0;0;0.149;0;0.041;0;0;0;0
3DIPP-Instance-01212;318;1217;3.827;0.438;425955.305;1.853;0.484;0.546;0.113;0.524;309.277;5.254;0.334;0.691;0.202;1.106;747647.87;1.407;9265.513;2.566;33725.967;0.931;138481.468;1.405;18750000;425000;0.03;1.275;0.007;1.606;0.079;0.931;0.117;0.933;0.342;1;1;0.378;0.067;0.343;0;0;0.208;0;0.153;0;0;0.142;0;0.122;0;0;0.155;0;0.04;0;0;0;0
3DIPP-Instance-01213;194;1218;6.278;0.37;443307.933;1.722;0.467;0.533;0.119;0.494;157.503;6.916;0.319;0.688;0.177;1.082;896339.355;1.397;8877.356;1.721;38106.033;0.91;148277.559;1.18;6758775;222990;0.097;1.238;0.022;1.21;0.171;0.911;0.104;0.905;0.363;1;0.84;0.393;0.095;0.353;0;0.137;0.241;0;0.13;0;0.02;0.132;0;0.14;0;0.003;0.13;0;0.015;0;0;0;0
3DIPP-Instance-01214;331;1219;3.683;0.406;449834.534;1.633;0.467;0.559;0.114;0.53;390.806;4.708;0.306;0.716;0.178;1.164;801915.923;1.444;9024.95;1.63;34306.965;1.007;137545.815;1.401;16500000;397000;0.036;1.324;0.008;1.502;0.086;1.008;0.123;0.92;0.404;1;0.993;0.384;0.08;0.328;0;0.007;0.241;0;0.144;0;0;0.107;0;0.1;0;0;0.144;0;0.024;0;0;0;0
3DIPP-Instance-01215;130;1220;9.385;0.311;351569.041;1.662;0.462;0.588;0.112;0.55;223.852;5.633;0.298;0.746;0.172;1.133;857853.902;1.348;7029.701;1.663;36784.331;1.029;140312.05;1.546;16500000;397000;0.041;1.322;0.008;1.623;0.093;1.029;0.173;0.927;0.413;1;0.984;0.321;0.073;0.287;0;0.016;0.247;0;0.177;0;0;0.118;0;0.096;0;0;0.141;0;0.027;0;0;0;0
3DIPP-Instance-01216;71;1221;17.197;0.228;423778.977;1.385;0.436;0.598;0.107;0.528;126.905;8.677;0.287;0.751;0.158;1.273;683427.41;1.401;16904.133;3.597;30592.427;0.969;115482.973;1.286;18750000;425000;0.026;1.275;0.006;1.521;0.072;0.968;0.152;0.911;0.449;1;1;0.481;0.089;0.294;0;0;0.13;0;0.142;0;0;0.083;0;0.079;0;0;0.155;0;0.037;0;0;0;0
3DIPP-Instance-01217;25;1222;48.88;0.133;306966.324;1.557;0.452;0.605;0.107;0.527;805.239;3.372;0.349;0.713;0.21;1.049;483364.612;1.313;6137.646;1.557;29192.058;0.979;122217.31;1.691;4440625;162750;0.095;1.411;0.027;1.738;0.179;0.979;0.22;1;0.373;1;0.865;0.278;0;0.212;0;0.092;0.273;0;0.21;0;0.043;0.079;0;0.168;0;0;0.151;0;0.037;0;0;0;0
3DIPP-Instance-01218;164;1223;7.457;0.337;481894.441;1.747;0.456;0.586;0.101;0.516;272.597;5.612;0.304;0.735;0.175;1.195;755254.939;1.392;13661.466;3.267;33274.224;0.997;119889.169;1.475;16500000;397000;0.034;1.23;0.007;1.611;0.084;0.997;0.137;0.975;0.441;1;1;0.415;0.025;0.275;0;0;0.189;0;0.168;0;0;0.102;0;0.091;0;0;0.156;0;0.025;0;0;0;0
3DIPP-Instance-01219;171;1224;7.158;0.342;403107.117;1.625;0.488;0.523;0.124;0.481;153.396;7.844;0.333;0.656;0.195;1.018;662805.677;1.381;9922.8;3.118;32083.85;1.041;134808.425;1.439;6758775;222990;0.078;1.345;0.019;1.49;0.144;1.041;0.118;0.896;0.335;0.994;0.885;0.333;0.104;0.337;0.006;0.089;0.254;0;0.187;0;0.026;0.145;0;0.108;0;0;0.15;0;0.033;0;0;0;0
3DIPP-Instance-01220;54;1225;22.685;0.205;717029.469;1.529;0.381;0.619;0.109;0.586;135.989;5.392;0.282;0.766;0.145;1.305;658280.479;1.386;14338.909;1.529;30217.171;0.942;104282.39;1.499;58516780;906192;0.008;1.647;0.001;3.077;0.033;0.942;0.209;0.894;0.45;1;1;0.426;0.106;0.287;0;0;0.234;0;0.113;0;0;0.028;0;0.15;0;0;0.103;0;0;0;0;0;0
3DIPP-Instance-01221;189;1226;6.487;0.389;465338.731;1.725;0.47;0.563;0.116;0.518;298.48;5.316;0.297;0.689;0.171;1.104;831192.366;1.32;9343.473;1.72;35299.11;0.83;133050.071;1.188;16500000;397000;0.04;1.231;0.008;1.311;0.089;0.831;0.122;0.918;0.387;1;0.992;0.414;0.082;0.334;0;0.008;0.187;0;0.182;0;0;0.134;0;0.076;0;0;0.144;0;0.021;0;0;0;0
3DIPP-Instance-01222;130;1227;9.438;0.293;429129.35;1.753;0.465;0.561;0.109;0.53;476.337;4.205;0.294;0.757;0.173;1.204;789079.32;1.468;10404.605;3.052;32789.065;0.862;120877.508;1.197;6758775;222990;0.087;1.293;0.018;1.201;0.147;0.862;0.125;0.949;0.425;1;0.901;0.421;0.051;0.333;0;0.058;0.188;0;0.145;0;0.041;0.139;0;0.059;0;0;0.127;0;0.038;0;0;0;0
3DIPP-Instance-01223;124;1228;9.903;0.311;393998.13;1.851;0.51;0.558;0.107;0.546;246.647;5.282;0.337;0.665;0.213;1.049;667885.901;1.423;7878.12;1.852;31914.816;0.836;138846.727;1.191;6758775;222990;0.078;1.217;0.02;1.229;0.143;0.836;0.146;0.945;0.349;1;0.902;0.267;0.055;0.318;0;0.077;0.272;0;0.191;0;0.02;0.098;0;0.107;0;0;0.217;0;0.035;0;0;0;0
3DIPP-Instance-01224;75;1229;16.387;0.254;586178.362;1.939;0.439;0.601;0.106;0.541;312.955;5.529;0.296;0.695;0.165;1.233;802451.268;1.457;11755.566;1.934;32100.191;0.865;128023.736;1.323;154280000;1784800;0.003;1.922;0;7.407;0.018;0.866;0.164;0.959;0.357;1;1;0.36;0.041;0.434;0;0;0.221;0;0.124;0;0;0.118;0;0.058;0;0;0.137;0;0.027;0;0;0;0
3DIPP-Instance-01225;288;1230;4.271;0.422;430507.904;1.756;0.467;0.572;0.118;0.53;269.781;5.529;0.307;0.715;0.18;1.139;805841.337;1.442;8621.067;1.754;33271.542;0.902;141765.444;1.391;12852000;331320;0.047;1.304;0.011;1.455;0.1;0.902;0.159;0.893;0.399;1;0.968;0.337;0.107;0.316;0;0.032;0.24;0;0.17;0;0;0.119;0;0.086;0;0;0.146;0;0.028;0;0;0;0
3DIPP-Instance-01226;8;1231;153.875;0.072;340028.151;0.931;0.514;0.529;0.113;0.527;1213.593;2.687;0.289;0.764;0.201;1.097;695391.574;1.319;6798.883;0.931;32112.304;0.68;139936.393;0.808;12852000;331320;0.046;1.096;0.009;0.883;0.097;0.68;0;0.89;0.639;1;1;0.396;0.11;0;0;0;0.242;0;0.235;0;0;0.114;0;0.127;0;0;0.248;0;0;0;0;0;0
3DIPP-Instance-01227;268;1232;4.597;0.392;441591.649;1.783;0.466;0.567;0.113;0.532;236.649;5.871;0.306;0.72;0.181;1.197;789616.428;1.337;11035.17;3.114;33738.138;0.921;129228.233;1.17;4440625;162750;0.135;1.177;0.029;1.163;0.207;0.921;0.141;0.93;0.403;1;0.767;0.359;0.07;0.318;0;0.152;0.224;0;0.148;0;0.058;0.128;0;0.104;0;0.019;0.148;0;0.028;0;0.005;0;0
3DIPP-Instance-01228;151;1233;8.166;0.313;617571.997;1.606;0.452;0.568;0.115;0.509;362.108;4.681;0.279;0.782;0.159;1.258;721261.768;1.467;12379.44;1.603;31377.316;0.988;112285.605;1.562;6758775;222990;0.077;1.399;0.016;1.648;0.141;0.989;0.128;0.918;0.471;0.992;0.889;0.394;0.082;0.314;0.008;0.083;0.237;0;0.1;0;0.023;0.115;0;0.084;0;0.006;0.126;0;0.032;0;0;0;0
3DIPP-Instance-01229;127;1234;9.717;0.306;480199.478;1.637;0.48;0.557;0.112;0.506;336.455;4.905;0.29;0.696;0.171;1.075;805446.541;1.264;9602.31;1.637;32012.872;0.947;124475.186;1.413;18750000;425000;0.03;1.279;0.006;1.636;0.075;0.947;0.119;0.935;0.417;1;1;0.357;0.065;0.334;0;0;0.249;0;0.138;0;0;0.092;0;0.104;0;0;0.182;0;0.008;0;0;0;0
3DIPP-Instance-01230;176;1235;7.017;0.338;434532.047;1.712;0.47;0.529;0.118;0.503;168.516;6.739;0.321;0.672;0.184;1.09;801195.2;1.21;11225.464;3.22;36777.774;0.906;171012.473;1.313;16500000;397000;0.039;1.16;0.01;1.364;0.093;0.905;0.099;0.897;0.341;1;0.998;0.415;0.103;0.347;0;0.002;0.214;0;0.196;0;0;0.134;0;0.091;0;0;0.138;0;0.026;0;0;0;0
3DIPP-Instance-01231;112;1236;11.036;0.278;519841.367;1.585;0.488;0.53;0.119;0.543;323.512;4.69;0.326;0.711;0.193;1.127;872123.403;1.27;10394.743;1.586;38860.252;0.92;171198.439;1.405;6758775;222990;0.105;1.285;0.024;1.459;0.174;0.92;0.114;0.885;0.319;0.988;0.821;0.341;0.115;0.384;0.012;0.138;0.252;0;0.136;0;0.028;0.147;0;0.118;0;0.013;0.146;0;0.043;0;0;0;0
3DIPP-Instance-01232;310;1237;3.99;0.435;477563.901;1.664;0.446;0.562;0.116;0.525;180.122;7.022;0.299;0.719;0.167;1.177;815421.404;1.361;12098.905;3.016;34702.4;0.949;136565.93;1.281;154280000;1784800;0.004;1.707;0;8.736;0.019;0.949;0.136;0.909;0.389;1;1;0.399;0.091;0.335;0;0;0.236;0;0.167;0;0;0.109;0;0.087;0;0;0.12;0;0.022;0;0;0;0
3DIPP-Instance-01233;274;1238;4.518;0.42;474512.436;1.686;0.467;0.555;0.114;0.535;262.863;5.506;0.311;0.71;0.183;1.155;787479.088;1.272;10589.93;2.534;35098.081;0.919;148255.341;1.299;16500000;397000;0.038;1.261;0.009;1.415;0.088;0.919;0.12;0.918;0.384;1;0.996;0.375;0.082;0.341;0;0.004;0.25;0;0.153;0;0;0.12;0;0.096;0;0;0.136;0;0.027;0;0;0;0
3DIPP-Instance-01234;182;1239;6.808;0.342;440808.438;1.697;0.459;0.596;0.107;0.569;244.014;5.423;0.306;0.776;0.183;1.245;784708.606;1.38;12065.244;3.327;32574.637;0.907;137328.881;1.472;2578125;113750;0.222;1.18;0.053;1.48;0.286;0.907;0.17;0.919;0.414;0.962;0.619;0.374;0.081;0.309;0.028;0.205;0.182;0;0.142;0.006;0.071;0.118;0;0.094;0.004;0.052;0.156;0;0.041;0;0.045;0;0.008
3DIPP-Instance-01235;106;1240;11.698;0.273;425114.379;1.729;0.483;0.555;0.116;0.542;343.011;5.271;0.294;0.748;0.186;1.182;879809.372;1.469;8500.339;1.73;34337.823;1.024;123741.905;1.162;6758775;222990;0.095;1.305;0.018;1.194;0.154;1.024;0.114;0.905;0.428;1;0.852;0.398;0.095;0.313;0;0.101;0.198;0;0.138;0;0.047;0.142;0;0.098;0;0;0.149;0;0.023;0;0;0;0
3DIPP-Instance-01236;129;1241;9.62;0.28;464507.854;1.824;0.46;0.534;0.122;0.494;112.637;7.907;0.298;0.683;0.172;1.094;845703.458;1.287;11850.766;3.116;34563.265;0.908;134979.735;1.208;16500000;397000;0.041;1.266;0.008;1.308;0.087;0.908;0.11;0.914;0.352;1;0.985;0.372;0.086;0.387;0;0.015;0.256;0;0.156;0;0;0.144;0;0.092;0;0;0.118;0;0.013;0;0;0;0
3DIPP-Instance-01237;219;1242;5.671;0.37;390554.568;1.81;0.426;0.549;0.119;0.493;188.963;6.918;0.295;0.67;0.154;1.119;777797.419;1.513;9636.34;3.241;33879.854;0.95;134463.79;1.269;6758775;222990;0.092;1.346;0.02;1.296;0.152;0.95;0.13;0.9;0.373;1;0.862;0.456;0.1;0.382;0;0.101;0.224;0;0.138;0;0.034;0.106;0;0.103;0;0.003;0.085;0;0.004;0;0;0;0
3DIPP-Instance-01238;165;1243;7.533;0.319;402715.577;1.437;0.44;0.584;0.113;0.525;100.522;9.723;0.289;0.732;0.16;1.183;867361.555;1.303;8052.632;1.437;36145.765;0.926;143035.988;1.331;6758775;222990;0.097;1.256;0.021;1.39;0.162;0.926;0.152;0.919;0.42;0.994;0.837;0.409;0.081;0.33;0.006;0.133;0.209;0;0.149;0;0.02;0.107;0;0.08;0;0.01;0.123;0;0.022;0;0;0;0
3DIPP-Instance-01239;94;1244;13.234;0.236;417265.793;1.616;0.472;0.501;0.123;0.433;156.926;7.233;0.335;0.645;0.192;0.989;821631.404;1.233;8402.472;1.609;35782.186;0.766;155489.369;0.967;4440625;162750;0.148;1.198;0.034;0.958;0.22;0.767;0.077;0.932;0.327;1;0.764;0.48;0.068;0.3;0;0.127;0.173;0;0.214;0;0.077;0.15;0;0.159;0;0.02;0.12;0;0;0;0.011;0;0
3DIPP-Instance-01240;239;1245;5.209;0.354;455871.068;1.592;0.476;0.541;0.121;0.513;310.439;5.288;0.298;0.675;0.173;1.058;757830.509;1.355;9132.538;1.59;34822.812;1.027;129280.842;1.268;58516780;906192;0.01;1.415;0.001;2.807;0.038;1.028;0.131;0.902;0.398;1;1;0.336;0.098;0.323;0;0;0.27;0;0.175;0;0;0.132;0;0.089;0;0;0.132;0;0.014;0;0;0;0
3DIPP-Instance-01241;323;1246;3.858;0.445;441130.691;1.73;0.458;0.57;0.111;0.527;180.733;7.026;0.314;0.719;0.183;1.157;802941.367;1.335;9564.277;2.434;35393.177;0.95;138921.342;1.345;2578125;113750;0.248;1.279;0.054;1.362;0.311;0.95;0.154;0.936;0.388;0.958;0.657;0.368;0.064;0.319;0.035;0.139;0.22;0;0.159;0.005;0.063;0.114;0;0.108;0.002;0.065;0.144;0;0.026;0;0.04;0;0.036
3DIPP-Instance-01242;334;1247;3.734;0.453;461133.302;1.774;0.471;0.556;0.114;0.511;179.768;6.59;0.308;0.729;0.182;1.159;743943.191;1.393;11015.301;2.92;31136.694;0.953;124910.541;1.34;16500000;397000;0.034;1.362;0.007;1.449;0.078;0.953;0.123;0.938;0.388;1;0.991;0.395;0.062;0.329;0;0.009;0.208;0;0.148;0;0;0.123;0;0.107;0;0;0.151;0;0.028;0;0;0;0
3DIPP-Instance-01243;327;1248;3.817;0.426;495363.563;1.817;0.465;0.54;0.115;0.481;262.311;5.62;0.31;0.689;0.178;1.094;799290.69;1.321;11698.602;2.819;34408.505;0.876;142207.394;1.352;2578125;113750;0.238;1.226;0.055;1.364;0.303;0.876;0.125;0.929;0.38;0.969;0.661;0.373;0.071;0.326;0.022;0.141;0.244;0;0.167;0.004;0.068;0.13;0;0.113;0.005;0.069;0.128;0;0.014;0;0.034;0;0.027
3DIPP-Instance-01244;225;1249;5.551;0.376;367394.088;1.51;0.457;0.558;0.116;0.496;242.25;5.97;0.295;0.639;0.162;1.044;785239.495;1.339;7362.945;1.509;36035.044;0.98;134552.991;1.238;16500000;397000;0.037;1.284;0.008;1.334;0.091;0.98;0.152;0.914;0.378;1;0.993;0.365;0.086;0.369;0;0.007;0.237;0;0.164;0;0;0.125;0;0.089;0;0;0.121;0;0;0;0;0;0
3DIPP-Instance-01245;338;1250;3.698;0.469;441488.92;1.612;0.475;0.552;0.116;0.51;262.554;5.742;0.299;0.694;0.176;1.108;747539.198;1.426;8849.01;1.609;32927.885;0.96;117280.196;1.153;2578125;113750;0.222;1.286;0.045;1.173;0.289;0.96;0.119;0.92;0.388;0.978;0.666;0.362;0.08;0.331;0.022;0.162;0.238;0;0.176;0;0.073;0.13;0;0.091;0;0.048;0.15;0;0.014;0;0.027;0;0.023
3DIPP-Instance-01246;149;1251;8.396;0.312;372676.375;1.631;0.506;0.543;0.118;0.549;459.908;4.501;0.337;0.689;0.208;1.057;803513.491;1.53;10671.527;3.666;34618.208;0.988;147200.688;1.318;6758775;222990;0.084;1.269;0.021;1.33;0.155;0.988;0.131;0.875;0.354;1;0.871;0.312;0.125;0.305;0;0.103;0.249;0;0.177;0;0.026;0.116;0;0.129;0;0;0.193;0;0.035;0;0;0;0
3DIPP-Instance-01247;123;1252;10.179;0.286;520816.46;1.777;0.507;0.567;0.111;0.574;327.162;5.05;0.324;0.701;0.204;1.099;796485.13;1.333;14039.322;3.068;35020.273;0.941;148831.49;1.194;18750000;425000;0.031;1.176;0.008;1.259;0.082;0.942;0.121;0.927;0.38;1;1;0.349;0.073;0.309;0;0;0.171;0;0.16;0;0;0.149;0;0.117;0;0;0.21;0;0.034;0;0;0;0
3DIPP-Instance-01248;60;1253;20.883;0.223;415902.037;1.342;0.562;0.476;0.121;0.527;659.065;3.613;0.351;0.677;0.239;0.983;750715.285;1.172;8316.361;1.342;35189.741;0.903;186163.186;1.527;154280000;1784800;0.004;1.802;0.001;4.08;0.02;0.903;0.098;0.87;0.329;1;1;0.216;0.13;0.322;0;0;0.283;0;0.191;0;0;0.169;0;0.121;0;0;0.233;0;0.038;0;0;0;0
3DIPP-Instance-01249;10;1254;125.4;0.085;354306.408;1.402;0.426;0.477;0.138;0.422;3.02;0.2;0.23;0.403;0.107;0.644;1791825.142;1.306;7084.448;1.402;53181.858;0.71;208327.029;1.216;16500000;397000;0.052;0.89;0.014;1.179;0.134;0.71;0.187;0.789;0.498;1;1;0.215;0.211;0.502;0;0;0.393;0;0;0;0;0.204;0;0;0;0;0;0;0;0;0;0;0
3DIPP-Instance-01250;30;1255;41.833;0.136;452894.08;2.118;0.482;0.499;0.127;0.419;449.528;4.591;0.305;0.647;0.173;1.026;692368.096;1.011;9056.202;2.119;33638.926;0.79;138672.555;0.979;16500000;397000;0.036;1.035;0.008;1.225;0.085;0.79;0.061;0.939;0.375;1;1;0.406;0.061;0.383;0;0;0.185;0;0.166;0;0;0.228;0;0.033;0;0;0.12;0;0.042;0;0;0;0
3DIPP-Instance-01251;32;1256;39.25;0.171;544839.33;1.254;0.463;0.436;0.134;0.4;3.429;0.417;0.346;0.664;0.188;1.082;914548.415;1.55;23722.555;3.122;40539.131;0.774;225008.042;1.525;6758775;222990;0.1;1.018;0.032;1.565;0.182;0.772;0.072;0.843;0.26;0.964;0.866;0.469;0.157;0.45;0.036;0.134;0.236;0;0.16;0;0;0.155;0;0.065;0;0;0.068;0;0.064;0;0;0;0
3DIPP-Instance-01252;19;1257;66.158;0.141;533131.733;1.555;0.509;0.601;0.086;0.647;390.415;3.072;0.319;0.62;0.203;1.095;790694.899;1.273;10660.955;1.555;36672.645;0.976;137521.171;0.942;58516780;906192;0.01;1.218;0.001;2.512;0.04;0.976;0.151;0.941;0.325;1;1;0.37;0.059;0.418;0;0;0.174;0;0.105;0;0;0.048;0;0.152;0;0;0.257;0;0;0;0;0;0
3DIPP-Instance-01253;101;1258;12.455;0.288;575821.213;1.706;0.478;0.506;0.128;0.459;107.223;9.428;0.31;0.703;0.183;1.104;709564.087;1.159;17206.769;3.059;33117.513;0.775;162487.363;1.117;154280000;1784800;0.003;1.679;0;9.786;0.019;0.774;0.085;0.882;0.352;1;1;0.418;0.118;0.367;0;0;0.199;0;0.178;0;0;0.172;0;0.084;0;0;0.126;0;0.018;0;0;0;0
3DIPP-Instance-01254;28;1259;44.964;0.125;449104.731;1.71;0.515;0.47;0.122;0.476;466.673;4.176;0.327;0.605;0.198;1.017;493904.66;1.148;9154.82;1.686;27243.566;0.811;129945.445;1.325;4440625;162750;0.083;1.114;0.027;1.297;0.167;0.814;0.068;0.967;0.288;1;0.883;0.36;0.033;0.319;0;0.117;0.259;0;0.323;0;0;0.151;0;0.071;0;0;0.163;0;0;0;0;0;0
3DIPP-Instance-01255;96;1260;13.125;0.256;343707.333;1.879;0.502;0.557;0.105;0.598;440.936;4.336;0.335;0.658;0.208;1.045;707579.482;1.486;6872.467;1.88;29936.076;0.928;125122.335;1.386;12852000;331320;0.037;1.201;0.01;1.422;0.09;0.928;0.092;0.921;0.361;1;1;0.387;0.079;0.285;0;0;0.237;0;0.221;0;0;0.067;0;0.117;0;0;0.217;0;0.016;0;0;0;0
3DIPP-Instance-01256;32;1261;39.406;0.149;729838.639;1.466;0.508;0.509;0.112;0.457;305.976;5.585;0.31;0.653;0.186;1.022;811222.686;1.282;14595.093;1.466;41315.711;0.977;164537.355;1.152;154280000;1784800;0.004;1.725;0;0;0.023;0.977;0.06;0.971;0.297;1;1;0.366;0.029;0.423;0;0;0.258;0;0.136;0;0;0.182;0;0.143;0;0;0.135;0;0;0;0;0;0
