File 	Id Model	 Size 	 #Facets 	 Surface 	 Volume 	 Width (original) 	 Height (original) 	 Depth (original) 	 Vol of Envelope (original) 	 MBB-orientation 	 MBB-dimensions 	 volume-MBB 	 Spies-ratio 	 MCV 	 V-value 	 Valentan 	 Time
PartType_293.STL	293	283084	5660	7752.24	28860.94	106.18	46.29	35.14	172728.91	[270°,358°,264°]	[35.04x106.22x45.87]	170724.3	0.169	0.714	0.217	1520.31	1135.65
PartType_294.STL	294	185984	3718	7732.59	4796.71	13.27	18.34	68.77	16729.39	[0°,0°,0°]	[13.27x18.34x68.77]	16729.39	0.287	0.790	0.160	5993.64	389.33
PartType_295.STL	295	37484	748	3775.13	3306.03	24.72	34.41	17.68	15039.54	[270°,0°,270°]	[17.68x24.72x34.41]	15039.54	0.220	0.292	0.152	854.13	229.42
PartType_296.STL	296	1900584	38010	9139.35	12519	77.91	23.49	23.49	42999.54	[0°,0°,0°]	[77.91x23.49x23.49]	42999.54	0.291	0.769	0.152	6688.49	75571.32
PartType_297.STL	297	518884	10376	22865.25	30162.17	89.99	89.92	15	121380.11	[0°,0°,0°]	[89.99x89.92x15.00]	121380.11	0.249	0.146	0.023	7865.81	2991.72
PartType_298.STL	298	674184	13482	14053.05	42064.12	97.21	178.26	58.98	1022061.1	[39°,86°,37°]	[186.34x53.51x96.94]	966684.15	0.044	0.332	0.167	4504.15	9210.34
PartType_299.STL	299	1175484	23508	6805.52	10936.56	65.05	104.37	47.36	321569.43	[25°,-7°,121°]	[95.14x65.61x39.60]	247158.1	0.044	0.257	0.150	14628.38	22424.93
PartType_300.STL	300	376084	7520	10810.61	17102.26	95.92	115.66	41.84	464174.71	[298°,270°,208°]	[115.66x41.84x95.92]	464174.71	0.037	0.159	0.129	4753.51	2115.80
PartType_301.STL	301	464384	9286	15748.09	27461.8	136.19	136.15	47.55	881604.97	[0°,0°,0°]	[136.19x136.15x47.55]	881604.97	0.031	0.177	0.143	5325.10	3364.85
PartType_302.STL	302	3926784	78534	5573.18	6049.19	67.74	72	31.59	154076.31	[0°,0°,0°]	[67.74x72.00x31.59]	154076.31	0.039	0.191	0.117	72354.11	236336.32
PartType_303.STL	303	784784	15694	46785.33	275127.38	91.7	136.51	49.1	614595.6	[0°,213°,180°]	[81.90x136.51x52.37]	585554.81	0.470	0.821	0.172	2668.76	9540.82
PartType_304.STL	304	361884	7236	121505.26	626468.17	180	135	105	2551499.99	[0°,0°,0°]	[180.00x135.00x105.00]	2551499.99	0.246	0.462	0.203	1403.44	2497.07
PartType_305.STL	305	361884	7236	121505.26	909427.42	164.51	180	119.06	3525756.54	[0°,293°,0°]	[105.20x180.00x135.35]	2562933.5	0.355	0.518	0.208	966.78	2518.69
PartType_306.STL	306	371084	7420	7180.32	3225.25	18.72	61.46	35.78	41162.02	[0°,0°,0°]	[18.72x61.46x35.78]	41162.02	0.078	0.482	0.246	16519.02	1730.82
PartType_307.STL	307	1831584	36630	11535.92	6741.62	45.3	56.39	32.48	82964.16	[62°,57°,115°]	[30.07x56.62x47.11]	80204.91	0.084	0.722	0.123	62679.38	59440.93
PartType_308.STL	308	2051384	41026	12238.1	10583.92	73.36	46.36	72.96	248138.48	[0°,0°,0°]	[73.36x46.36x72.96]	248138.48	0.043	0.348	0.193	47438.03	89931.28
PartType_309.STL	309	1669984	33398	19298.06	4888	88.21	44.73	92.34	364334.6	[225°,129°,296°]	[62.00x40.48x108.75]	272980.61	0.013	0.761	0.176	131856.92	53754.22
PartType_310.STL	310	2288984	45778	13445.27	46592.53	51.01	124.35	35.42	224623.05	[135°,91°,227°]	[32.74x125.20x51.01]	209088.62	0.223	0.534	0.140	13210.22	92614.75
PartType_311.STL	311	706984	14138	16144.28	12633.19	106.37	88.46	39.12	368139.09	[269°,178°,266°]	[39.17x107.18x86.97]	365113.34	0.035	0.211	0.135	18067.32	9701.81
PartType_312.STL	312	2449534	48989	3951.33	3923.46	22.18	59.95	33.56	44612.39	[78°,280°,-11°]	[59.13x32.54x22.38]	43067.33	0.091	0.492	0.214	49336.88	113854.14
PartType_313.STL	313	712684	14252	3439.56	6274.53	29.94	30.76	29.58	27240.13	[51°,323°,175°]	[28.06x30.89x24.44]	21183.93	0.296	0.565	0.178	7812.64	6468.17
PartType_314.STL	314	419884	8396	39604.22	159818.67	74.04	106.61	52.11	411331.83	[0°,0°,0°]	[74.04x106.61x52.11]	411331.83	0.389	0.600	0.220	2080.59	2875.97
PartType_315.STL	315	220384	4406	43341.05	473316.7	109.51	115.32	124.04	1566514.13	[43°,0°,183°]	[108.48x116.62x116.32]	1471583.28	0.322	0.932	0.121	403.45	1228.03
PartType_316.STL	316	3717584	74350	126714.64	274077.44	103.47	103.47	125.11	1339375.05	[277°,45°,264°]	[128.52x97.77x99.16]	1246046.95	0.220	0.535	0.183	34374.35	295827.41
PartType_317.STL	317	2509584	50190	41513.86	582465.92	102.55	106	96.06	1044139	[0°,179°,182°]	[103.23x103.05x95.68]	1017852.9	0.572	0.894	0.082	3577.17	98445.33
PartType_318.STL	318	743684	14872	16525.19	104571	58.72	58.08	59.02	201291.83	[212°,274°,312°]	[57.83x58.82x58.54]	199120.35	0.525	1.000	0.000	2350.20	10443.78
PartType_319.STL	319	1042884	20856	1544.27	9782.38	58.5	20.25	58.5	69315.02	[0°,0°,0°]	[58.50x20.25x58.50]	69315.02	0.141	0.139	0.051	3292.37	11972.20
PartType_320.STL	320	1099684	21992	45906.76	19479.42	112.72	113.48	75.61	967141.9	[0°,0°,0°]	[112.72x113.48x75.61]	967141.9	0.020	0.200	0.138	51828.11	19244.83
PartType_321.STL	321	263284	5264	31064.22	55564.33	101.04	64.19	36.56	237088.84	[0°,0°,0°]	[101.04x64.19x36.56]	237088.84	0.234	0.215	0.077	2942.93	1240.55
PartType_322.STL	322	246034	4919	4073.15	6363.82	120.38	16.13	8.55	16597.56	[185°,270°,5°]	[8.55x16.13x120.38]	16597.56	0.383	0.989	0.035	3148.39	776.93
PartType_323.STL	323	389684	7792	16842.38	95551	99.44	94.03	82.37	770184.75	[82°,299°,77°]	[81.21x86.81x99.28]	699924.88	0.124	0.107	0.050	1373.46	3148.92
PartType_324.STL	324	364634	7291	59378.7	210642.87	95.16	154.37	94.39	1386542.11	[174°,334°,92°]	[159.97x78.85x85.88]	1083215.96	0.195	0.399	0.101	2055.28	2209.72
PartType_325.STL	325	434584	8690	103422.11	128851.81	110.4	98.4	181.5	1971542.96	[166°,191°,117°]	[99.19x97.94x188.20]	1828208.31	0.071	0.712	0.154	6974.98	2522.84
PartType_326.STL	326	3821184	76422	40904.33	24685	118.36	118.69	65.76	923768.25	[0°,0°,0°]	[118.36x118.69x65.76]	923768.25	0.027	0.306	0.060	126635.23	234349.44
PartType_327.STL	327	200684	4012	9076.17	5930	50.39	25.2	17.62	22371.7	[269°,90°,1°]	[25.20x17.62x50.39]	22371.7	0.265	0.227	0.135	6140.57	694.32
PartType_328.STL	328	119284	2384	3826.57	5611.21	20.14	75.99	20.14	30831.89	[122°,270°,212°]	[75.99x20.14x20.14]	30831.89	0.182	0.226	0.033	1625.77	169.68
PartType_329.STL	329	484	8	35501.79	173812.99	182.71	158.23	12.02	347625.99	[0°,0°,0°]	[182.71x158.23x12.02]	347625.99	0.500	1.000	0.000	1.63	48.99
PartType_330.STL	330	3684	72	82629.03	276455.23	182.71	158.23	153.81	4446836.6	[324°,226°,88°]	[132.87x135.24x131.43]	2361639.36	0.117	0.311	0.130	21.52	194.16
PartType_331.STL	331	46784	934	9373.09	8777.99	22.16	12.68	94.5	26547.81	[0°,180°,198°]	[24.38x10.52x94.50]	24244.72	0.362	0.530	0.203	997.32	36.48
PartType_332.STL	332	22884	456	1998.31	5063.12	29.28	29.28	11.1	9516.53	[0°,0°,0°]	[29.28x29.28x11.10]	9516.53	0.532	0.943	0.052	179.97	353.43
PartType_333.STL	333	224784	4494	8035.65	34792.66	29.28	29.28	58.5	50154.67	[0°,0°,0°]	[29.28x29.28x58.50]	50154.67	0.694	0.969	0.054	1037.93	788.34
PartType_334.STL	334	255184	5102	8037.66	34796.49	29.28	29.28	58.5	50154.67	[0°,0°,0°]	[29.28x29.28x58.50]	50154.67	0.694	0.969	0.054	1178.51	967.84
PartType_335.STL	335	308634	6171	8039.41	34797.24	29.28	29.28	58.5	50154.67	[0°,0°,0°]	[29.28x29.28x58.50]	50154.67	0.694	0.969	0.054	1425.72	1345.08
PartType_336.STL	336	13884	276	1700.95	3421.84	29.28	29.28	6	5144.07	[0°,0°,0°]	[29.28x29.28x6.00]	5144.07	0.665	0.992	0.026	137.20	244.45
PartType_337.STL	337	107184	2142	12369.13	37091.11	54.19	41.29	74.89	167599.62	[151°,270°,228°]	[36.15x81.87x54.19]	160394.54	0.231	0.648	0.167	714.31	231.09
PartType_338.STL	338	1284	24	819.78	1602.14	9	18.44	18.62	3089.8	[232°,180°,270°]	[15.52x9.00x15.12]	2111.91	0.759	1.000	0.000	12.28	391.82
PartType_339.STL	339	671934	13437	2005.3	3361.36	16.26	15.76	80.05	20507.3	[0°,0°,0°]	[16.26x15.76x80.05]	20507.3	0.164	0.621	0.273	8016.15	7621.75
PartType_340.STL	340	1264084	25280	104553.12	96896.5	160.76	157.17	141.92	3585716.67	[234°,174°,139°]	[134.27x134.00x134.16]	2413913.08	0.040	0.405	0.111	27277.59	23274.38
PartType_341.STL	341	1899684	37992	45670.51	226265.12	139.9	165.75	35.17	815664.54	[53°,270°,143°]	[165.75x35.17x139.90]	815664.5	0.277	0.627	0.217	7668.50	54813.64
PartType_342.STL	342	685684	13712	10535.07	3543.58	29.27	69.81	29.27	59821.06	[0°,0°,0°]	[29.27x69.81x29.27]	59821.06	0.059	0.176	0.054	40765.78	6989.80
PartType_343.STL	343	41484	828	3389.04	1341.82	23.4	40.91	30.25	28959.39	[0°,0°,0°]	[23.40x40.91x30.25]	28959.39	0.046	0.193	0.087	2091.28	61.01
PartType_344.STL	344	727084	14540	13923.84	4885.48	29.27	69.81	32.62	66660.09	[0°,0°,0°]	[29.27x69.81x32.62]	66660.09	0.073	0.238	0.080	41439.65	7882.42
PartType_345.STL	345	1094984	21898	40791.19	49255.06	120.64	49.88	50	300856.24	[249°,180°,180°]	[120.64x49.88x49.99]	300828.1	0.164	0.078	0.057	18135.10	18156.18
PartType_346.STL	346	1562984	31258	11948.46	28523.54	20.16	160	43.12	139125.1	[180°,0°,87°]	[160.14x15.25x43.12]	105334.73	0.271	0.938	0.139	13093.92	32204.64
PartType_347.STL	347	2351	12	13098.78	96543.54	66.72	34.35	42.12	96543.54	[0°,0°,0°]	[66.72x34.35x42.12]	96543.54	1.000	1.000	0.000	1.63	573.09
PartType_348.STL	348	1184	22	12990.04	83579.53	66.72	34.35	42.12	96543.54	[0°,0°,0°]	[66.72x34.35x42.12]	96543.54	0.866	1.000	0.000	3.42	572.60
PartType_349.STL	349	216784	4334	31979.57	24487.21	178.24	82.51	17.05	250782.74	[0°,0°,0°]	[178.24x82.51x17.05]	250782.74	0.098	0.140	0.043	5660.08	674.39
PartType_350.STL	350	494484	9888	88766.84	199518.55	165.6	93.75	118.27	1836043.05	[0°,0°,0°]	[165.60x93.75x118.27]	1836043.05	0.109	0.153	0.063	4399.22	4094.63
PartType_351.STL	351	505984	10118	90138.59	422038.65	119.17	119.96	139.58	1995317.46	[0°,0°,0°]	[119.17x119.96x139.58]	1995317.46	0.212	0.271	0.123	2160.99	4411.42
PartType_352.STL	352	162884	3256	29600.3	43602.7	80	80	64	409599.92	[90°,173°,90°]	[64.00x79.98x79.98]	409364.1	0.107	0.144	0.068	2210.38	520.96
PartType_353.STL	353	900884	18016	27042.62	59008.88	117.44	117.44	19.68	271429.56	[270°,79°,0°]	[117.43x19.68x117.44]	271418.65	0.217	0.250	0.046	8256.38	15165.91
PartType_354.STL	354	552284	11044	28508.18	73502.31	39.99	56	116.99	262023.73	[0°,0°,0°]	[39.99x56.00x116.99]	262023.73	0.281	0.341	0.093	4283.46	4480.16
PartType_355.STL	355	743584	14870	6738.53	2572.97	57.4	33.66	16.94	32728.86	[0°,0°,0°]	[57.40x33.66x16.94]	32728.86	0.079	0.195	0.107	38944.15	8754.59
PartType_356.STL	356	2098284	41964	11396.03	4400.84	28.54	28.54	39.33	32034.87	[0°,0°,0°]	[28.54x28.54x39.33]	32034.87	0.137	0.156	0.056	108666.35	83911.52
PartType_357.STL	357	2086184	41722	83559.51	503715.53	118.4	126	138.64	2068227.27	[0°,0°,0°]	[118.40x126.00x138.64]	2068227.27	0.244	0.343	0.116	6921.11	71803.20
PartType_358.STL	358	363084	7260	92457.11	664911.01	169.58	169.58	80	2300571.66	[0°,0°,0°]	[169.58x169.58x80.00]	2300571.66	0.289	0.327	0.070	1009.52	2468.86
PartType_359.STL	359	272534	5449	53047.34	113277.25	65.47	142.46	132.15	1232567.71	[256°,90°,185°]	[139.75x130.67x65.47]	1195527.45	0.095	0.181	0.069	2551.75	1128.22
PartType_360.STL	360	53684	1072	2598.69	1320.37	66.08	17.11	20.49	23168.7	[273°,11°,183°]	[68.25x20.21x13.24]	18254.89	0.072	0.310	0.162	2109.86	34.58
PartType_361.STL	361	68784	1374	33412.55	87655.01	88.73	80.92	131.85	946730.4	[15°,22°,321°]	[111.72x49.78x140.61]	782077.43	0.112	0.219	0.081	523.74	120.47
PartType_362.STL	362	3884	76	1854.57	3034.42	6.9	6.9	82.5	3927.82	[0°,0°,0°]	[6.90x6.90x82.50]	3927.82	0.773	1.000	0.000	46.45	3.51
PartType_363.STL	363	68684	1372	8601.8	12780.69	27.52	57.33	24.05	37932.57	[0°,0°,0°]	[27.52x57.33x24.05]	37932.57	0.337	0.281	0.089	923.40	161.98
PartType_364.STL	364	137584	2750	10203.12	8668.05	60.4	60.03	20.73	75179.13	[0°,0°,0°]	[60.40x60.03x20.73]	75179.13	0.115	0.176	0.076	3237.01	395.03
PartType_365.STL	365	240084	4800	10156.34	26067.29	72.92	72.92	20	106345.93	[180°,0°,164°]	[72.91x72.90x20.00]	106304.22	0.245	0.315	0.066	1870.18	699.40
PartType_366.STL	366	96884	1936	7828.2	4296.04	35.9	56.4	13.2	26726.74	[0°,0°,0°]	[35.90x56.40x13.20]	26726.74	0.161	0.397	0.222	3527.76	193.94
PartType_367.STL	367	1507884	30156	26216.7	18054.21	24.05	65.68	21.01	33176.38	[0°,0°,0°]	[24.05x65.68x21.01]	33176.38	0.544	0.836	0.170	43789.82	30822.46
PartType_368.STL	368	354084	7080	3212.98	17114.15	32	32	32	32768.01	[184°,93°,192°]	[31.96x31.99x31.96]	32671.46	0.524	1.000	0.000	1329.19	2632.14
PartType_369.STL	369	96784	1934	14521.13	31081.22	40	40	65	104000	[180°,180°,90°]	[40.00x40.00x65.00]	104000	0.299	0.238	0.095	903.56	284.21
PartType_370.STL	370	576484	11528	4010.4	4012.43	11.7	56.54	12.17	8050.8	[0°,95°,90°]	[56.54x12.13x11.66]	7991.58	0.502	0.519	0.244	11522.18	5480.20
PartType_371.STL	371	1094984	21898	40791.19	49255.06	120.64	49.88	50	300856.24	[204°,270°,238°]	[49.99x49.87x120.64]	300774.36	0.164	0.078	0.057	18135.10	17982.68
PartType_372.STL	372	329834	6595	14586.45	27635.94	126.52	57.84	37.04	271019.41	[271°,358°,0°]	[126.61x37.17x56.02]	263654.05	0.105	0.147	0.054	3480.89	1504.63
PartType_373.STL	373	1046284	20924	26084.69	72421.4	141.09	68.8	45	436822.72	[209°,1°,264°]	[68.60x140.03x42.13]	404703	0.179	0.345	0.107	7536.39	14601.19
PartType_374.STL	374	2301784	46034	12613.23	30652.37	85.58	49.96	26.75	114365.45	[135°,266°,135°]	[25.52x50.22x85.33]	109344.77	0.280	0.899	0.123	18942.66	78149.68
PartType_375.STL	375	2519984	50398	12978.04	5553.02	69.99	31.24	43.48	95067.89	[231°,82°,217°]	[30.18x45.01x67.31]	91447.28	0.061	0.290	0.137	117785.77	118017.42
PartType_376.STL	376	201484	4028	130836.75	223360.46	140	118	146	2411920.31	[0°,29°,90°]	[118.00x139.70x141.88]	2338957.86	0.096	0.113	0.046	2359.46	1042.25
PartType_377.STL	377	715984	14318	14801.39	3762.29	60.49	76.63	13.54	62757.45	[3°,88°,270°]	[76.98x8.11x60.70]	37886.27	0.099	0.068	0.014	56329.04	7762.21
PartType_378.STL	378	1048984	20978	10465.63	17594.95	68.65	28.62	25.61	50318.68	[124°,178°,93°]	[26.25x69.03x27.22]	49323.26	0.357	0.763	0.197	12477.90	18126.11
PartType_379.STL	379	1504884	30096	16411.29	26967.72	33.74	91.09	25.65	78829.1	[90°,0°,1°]	[33.73x25.47x91.09]	78258.37	0.345	0.467	0.150	18315.01	36468.54
PartType_380.STL	380	132734	2653	3557.15	4086.82	53.31	69.31	4.33	15997.16	[0°,0°,0°]	[53.31x69.31x4.33]	15997.16	0.256	0.374	0.121	2309.16	175.42
PartType_381.STL	381	160784	3214	4011.42	4624.32	58.18	73.1	4.33	18417.2	[0°,180°,236°]	[69.61x30.43x4.33]	9171.14	0.504	0.348	0.117	2788.02	254.94
PartType_382.STL	382	5084	100	63492.93	182852.74	99	171	54.56	923564.06	[0°,0°,0°]	[99.00x171.00x54.56]	923564.06	0.198	0.676	0.268	34.72	111.62
PartType_383.STL	383	3210684	64212	13680.55	5313.96	35.97	80.46	36.11	104489.57	[188°,230°,120°]	[84.53x44.45x26.09]	98043.83	0.054	0.287	0.135	165311.02	129340.80
PartType_384.STL	384	1233884	24676	3764.58	1233.27	40.86	35.49	22.16	32142.59	[88°,216°,206°]	[31.12x14.67x41.89]	19125.61	0.065	0.391	0.187	75324.22	20850.06
PartType_385.STL	385	894884	17896	3517.92	1166.92	39.05	30.54	31.77	37886.61	[236°,159°,52°]	[12.37x40.98x35.22]	17854.86	0.065	0.491	0.193	53951.11	9649.05
PartType_386.STL	386	162684	3252	2530.46	2138.57	18	13.54	51.56	12562.49	[338°,270°,338°]	[51.56x13.54x18.00]	12562.49	0.170	0.288	0.085	3847.92	336.07
PartType_387.STL	387	145684	2912	9950.32	23506.76	30	30	80.43	72376.35	[270°,304°,0°]	[29.45x80.43x29.45]	69741.99	0.337	0.133	0.018	1232.64	248.74
PartType_388.STL	388	338884	6776	43431.19	197884.61	113.17	78	96.8	854494.28	[90°,180°,180°]	[113.17x96.80x78.00]	854494.25	0.232	0.344	0.104	1487.18	1484.82
PartType_389.STL	389	1862484	37248	68633.55	69153	117.08	79.87	72.7	679831.7	[153°,258°,244°]	[82.00x65.46x116.68]	626275.41	0.102	0.139	0.070	36968.21	61814.32
PartType_390.STL	390	1984584	39690	129460.5	328750.28	169.96	170.02	86.61	2502791.45	[0°,0°,0°]	[169.96x170.02x86.61]	2502791.45	0.131	0.141	0.061	15629.76	54364.91
PartType_391.STL	391	952484	19048	25879.44	33839.19	78.75	78.75	39.37	244186.45	[90°,172°,270°]	[39.37x78.69x78.81]	244171.98	0.139	0.141	0.046	14567.48	12068.77
PartType_392.STL	392	1440084	28800	209031.93	152052.84	119.64	119.64	119.64	1712410.06	[353°,270°,141°]	[118.50x119.45x119.64]	1693392.44	0.090	0.584	0.190	39592.29	48630.47
PartType_393.STL	393	1008084	20160	141602.15	97192.14	121.35	121.98	121.44	1797587.75	[288°,15°,108°]	[121.37x121.05x121.22]	1780930.32	0.055	0.127	0.049	29371.71	34593.59
PartType_394.STL	394	1024484	20488	75332.19	38574.94	148.35	171.3	139.86	3554115.17	[129°,336°,63°]	[121.84x121.84x121.61]	1805421.78	0.021	0.028	0.014	40010.59	8917.70
PartType_395.STL	395	1032084	20640	183999.9	152763.16	167.77	167.77	167.77	4722427.97	[180°,302°,0°]	[167.01x167.77x158.46]	4440033.93	0.034	0.028	0.014	24860.43	11966.19
PartType_396.STL	396	1045684	20912	12224.78	23887.45	91.48	87.23	41.09	327871.92	[109°,132°,64°]	[17.40x116.15x56.45]	114066.01	0.209	0.500	0.177	10702.05	16870.81
PartType_397.STL	397	164584	3290	7600.16	16566.64	86.71	42.03	40.2	146496.68	[261°,177°,346°]	[89.84x24.54x42.68]	94114.46	0.176	0.589	0.185	1509.33	381.27
PartType_398.STL	398	835284	16704	70711	12665.83	159.01	159.01	159.09	4022253	[113°,90°,337°]	[159.01x159.09x159.01]	4022252.71	0.003	0.008	0.005	93255.34	16369.91
PartType_399.STL	399	784	14	1081.02	2433.02	12	14.4	19.2	3317.76	[0°,0°,0°]	[12.00x14.40x19.20]	3317.76	0.733	1.000	0.000	6.22	501.43
PartType_400.STL	400	284	4	1110.98	1032.19	26.4	9.6	33.6	8515.58	[218°,313°,209°]	[39.79x6.35x23.58]	5957.51	0.173	1.000	0.004	4.31	63.87
PartType_401.STL	401	584	10	1005.66	1658.88	7.2	9.6	28.8	1990.66	[0°,0°,0°]	[7.20x9.60x28.80]	1990.66	0.833	1.000	0.000	6.06	59.59
PartType_402.STL	402	884	16	979.84	1723.39	7.2	9.6	38.4	2654.21	[0°,0°,0°]	[7.20x9.60x38.40]	2654.21	0.649	1.000	0.000	9.10	14.91
PartType_403.STL	403	984	18	999.9	1843.2	9.6	19.2	24	4423.68	[0°,0°,0°]	[9.60x19.20x24.00]	4423.68	0.417	1.000	0.000	9.76	189.22
PartType_404.STL	404	484	8	1102.44	2032.13	14.4	16.8	16.8	4064.26	[0°,0°,0°]	[14.40x16.80x16.80]	4064.26	0.500	1.000	0.000	4.34	1165.81
PartType_405.STL	405	834	15	1272.5	2108.16	14.4	24	21.6	7464.96	[0°,0°,0°]	[14.40x24.00x21.60]	7464.96	0.282	0.766	0.226	9.05	212.21
PartType_406.STL	406	131284	2624	916.69	309.96	10.5	40.32	4.2	1778.68	[0°,0°,0°]	[10.50x40.32x4.20]	1778.68	0.174	0.297	0.099	7760.43	163.03
PartType_407.STL	407	94284	1884	1281.96	441.2	11.7	48.93	5.09	2916.54	[0°,0°,0°]	[11.70x48.93x5.09]	2916.54	0.151	0.371	0.139	5474.19	83.03
PartType_408.STL	408	94284	1884	1281.96	441.2	11.7	48.93	5.09	2916.54	[0°,0°,0°]	[11.70x48.93x5.09]	2916.54	0.151	0.367	0.138	5474.19	82.25
PartType_409.STL	409	70084	1400	857.99	204.64	11.7	48.93	0.6	343.49	[0°,0°,0°]	[11.70x48.93x.60]	343.49	0.596	0.328	0.121	5869.86	45.78
PartType_410.STL	410	47484	948	319.57	137.65	9.35	10.5	4.66	457.22	[0°,0°,0°]	[9.35x10.50x4.66]	457.22	0.301	0.516	0.179	2200.89	351.36
PartType_411.STL	411	47484	948	319.57	137.65	9.35	10.5	4.66	457.22	[0°,0°,0°]	[9.35x10.50x4.66]	457.22	0.301	0.516	0.179	2200.89	340.41
PartType_412.STL	412	413084	8260	3681.22	926.86	50.14	45.99	3.6	8301.6	[0°,0°,0°]	[50.14x45.99x3.60]	8301.6	0.112	0.194	0.085	32806.22	2637.25
PartType_413.STL	413	313684	6272	3770.96	1020.4	51.58	45.99	5.1	12098.35	[0°,0°,0°]	[51.58x45.99x5.10]	12098.35	0.084	0.209	0.101	23178.67	1139.62
PartType_414.STL	414	104384	2086	1291.11	373.05	45.86	22.5	3.6	3714.38	[0°,0°,0°]	[45.86x22.50x3.60]	3714.38	0.100	0.352	0.098	7219.56	106.07
PartType_415.STL	415	67884	1356	540.48	126.95	12	23.76	1.2	342.08	[270°,90°,0°]	[23.76x1.20x12.00]	342.08	0.371	0.288	0.115	5773.01	56.14
PartType_416.STL	416	40984	818	469.75	110.74	12	23.76	1.2	342.08	[270°,90°,90°]	[1.20x23.76x12.00]	342.08	0.324	0.318	0.113	3469.92	26.90
PartType_417.STL	417	104484	2088	815.69	209.95	15.07	24.65	3.02	1121.09	[270°,180°,0°]	[15.07x3.02x24.65]	1121.09	0.187	0.247	0.093	8112.06	131.44
PartType_418.STL	418	89084	1780	3047.42	1202.68	52.01	60.25	4.5	14100.85	[0°,0°,0°]	[52.01x60.25x4.50]	14100.85	0.085	0.324	0.153	4510.26	79.32
PartType_419.STL	419	24284	484	795.44	245.62	52.95	3	3	476.55	[0°,0°,0°]	[52.95x3.00x3.00]	476.55	0.515	0.547	0.124	1567.44	8.05
PartType_420.STL	420	131884	2636	4038.38	1232.09	11.64	67.5	7.5	5892.75	[0°,0°,0°]	[11.64x67.50x7.50]	5892.75	0.209	0.584	0.115	8639.91	181.94
PartType_421.STL	421	606484	12128	6190.24	1741.55	50.14	45.96	6.6	15210.1	[0°,0°,0°]	[50.14x45.96x6.60]	15210.1	0.115	0.164	0.114	43108.14	4511.02
PartType_422.STL	422	25284	504	296.59	52.09	4.8	19.8	2.1	199.58	[0°,0°,0°]	[4.80x19.80x2.10]	199.58	0.261	0.396	0.186	2869.89	18.19
PartType_423.STL	423	1676084	33520	45527.81	133332	76.82	76.82	120	708149.32	[0°,0°,0°]	[76.82x76.82x120.00]	708149.32	0.188	0.485	0.129	11445.81	38370.96
PartType_424.STL	424	7284	144	25801.41	199659.37	83.99	120	30	302377.53	[0°,0°,0°]	[83.99x120.00x30.00]	302377.53	0.660	0.892	0.114	18.61	193.62
PartType_425.STL	425	158684	3172	25344.04	162910.43	78.96	38.4	120	363855.78	[0°,0°,0°]	[78.96x38.40x120.00]	363855.78	0.448	0.642	0.200	493.47	388.52
PartType_426.STL	426	348384	6966	15228.36	77503.92	46.76	120	34.4	193030.58	[0°,0°,0°]	[46.76x120.00x34.40]	193030.58	0.402	0.848	0.161	1368.72	1717.19
PartType_427.STL	427	1138884	22776	37984.64	423983.57	97.97	120	74.29	873411.05	[0°,0°,0°]	[97.97x120.00x74.29]	873411.05	0.485	0.840	0.116	2040.50	15548.01
PartType_428.STL	428	177834	3555	98378.95	1624029.08	120	120	120	1728000	[0°,0°,0°]	[120.00x120.00x120.00]	1728000	0.940	0.784	0.132	215.35	4647.10
PartType_429.STL	429	367584	7350	12055.6	76341.21	120	31.96	48	184083.42	[0°,0°,0°]	[120.00x31.96x48.00]	184083.42	0.415	0.919	0.132	1160.69	1334.73
PartType_430.STL	430	35384	706	51011.24	35746	104.82	110.19	120	1385940.59	[123°,90°,205°]	[105.49x104.91x104.82]	1159961.72	0.026	0.798	0.101	1007.50	702.25
PartType_431.STL	431	548084	10960	34941.98	98540	83.14	113.51	120	1132499.67	[226°,90°,313°]	[120.33x112.86x83.14]	1129095.95	0.087	0.716	0.143	3886.38	4231.97
PartType_432.STL	432	236584	4730	86729.09	1306526.81	119.99	119.98	120	1727618.13	[0°,0°,0°]	[119.99x119.98x120.00]	1727618.13	0.756	0.733	0.112	313.98	3922.16
PartType_433.STL	433	6284	124	17870.89	116071.77	50.03	120	30	180115.49	[0°,0°,0°]	[50.03x120.00x30.00]	180115.49	0.644	0.882	0.111	19.09	80.44
PartType_434.STL	434	44684	892	31671.81	135545.55	120	93.57	91.82	1030963.72	[0°,0°,0°]	[120.00x93.57x91.82]	1030963.72	0.132	0.218	0.114	208.43	183.98
